ACCT_ID,FIRST_YR_CUSTOMER,COUNTRY,ACCT_MGR_STATUS,ACCT_REVENUE_CAT,ACCT_EMPLOYEE_CAT,ACCT_TYPE,REVENUE.MEDICAL_REVENUE_2015,REVENUE.SCIENTIFIC_REVENUE_2015,REVENUE.TECHNICAL_REVENUE_2015,REVENUE.MEDICAL_REVENUE_2016,REVENUE.SCIENTIFIC_REVENUE_2016,REVENUE.TECHNICAL_REVENUE_2016,USAGE.MEDICAL_NO_SESSIONS_2015,USAGE.SCIENTIFIC_NO_SESSIONS_2015,USAGE.TECHNICAL_NO_SESSIONS_2015,USAGE.MEDICAL_NO_SESSIONS_2016,USAGE.SCIENTIFIC_NO_SESSIONS_2016,USAGE.TECHNICAL_NO_SESSIONS_2016,USERS.USERS_2015,USERS.USERS_2016,NPS.NPS_SCORE_2015,NPS.NPS_SCORE_2016,Calc.TotalRevenue2015,Calc.TotalRevenue2016,Calc.IsLapsed
85389487,2012,FRANCE,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Corporate,0,0,50,0,0,0,,,10,,,,1,0,,,50,0,1
87829142,2016,SPAIN,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Research,0,0,0,66,0,0,,,,31,,,0,1,,,0,66,0
85414082,2015,FRANCE,SENIOR MANAGER,$1bn+,5000+ employees,Research,264,0,0,0,201.6,0,120,,,,144,,6,6,,,264,201.6,0
87849974,2016,NETHERLANDS,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Academic,0,0,0,0,44,0,,,,,11,,0,1,,,0,44,0
85482988,2013,NETHERLANDS,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Academic,57,38,47.5,0,0,0,,,,,,,1,0,,,142.5,0,1
88074392,2016,SPAIN,SENIOR MANAGER,$500m-$1bn,1001 - 5000 employees,Corporate,0,0,0,0,83.6,0,,,,,50,,0,2,,9,0,83.6,0
85488536,2012,RUSSIA,HEAD OF FUNCTION,$500m-$1bn,501 - 1000 employees,Academic,57,38,47.5,155.61,107.73,131.67,,2,3,5,18,3,1,3,,,142.5,395.01,0
88114674,2016,BELGIUM,HEAD OF FUNCTION,$50-$100m,51 - 100 employees,Academic,0,0,0,330,220,0,,,,116,84,,0,5,,4,0,550,0
85518972,2012,SPAIN,BOARD DIRECTOR,$1bn+,5000+ employees,Corporate,57,38,47.5,0,113.4,138.6,,1,1,,9,98,1,3,,,142.5,252,0
88137630,2016,SPAIN,SENIOR MANAGER,$500m-$1bn,501 - 1000 employees,Research,0,0,0,66,0,0,,,,29,,,0,1,,,0,66,0
85530014,2015,SPAIN,SENIOR MANAGER,$50-$100m,100 - 500 employees,Academic,156,0,0,0,0,0,24,,,,,,3,0,,,156,0,1
85535444,2013,UNITED STATES,SENIOR MANAGER,$100-$500m,100 - 500 employees,Academic,264,0,228,277.2,0,239.4,53,,60,10,,91,6,6,,,492,516.6,0
88159249,2016,UNITED STATES,DIRECTOR OF FUNCTION,$20-$50m,51 - 100 employees,Academic,0,0,0,275.88,200.64,238.26,,,,26,11,76,0,6,,10,0,714.78,0
85563580,2015,FRANCE,BOARD DIRECTOR,$500m-$1bn,1001 - 5000 employees,Research,0,136,164,0,142.8,172.2,,11,28,,97,62,4,4,,,300,315,0
88166706,2016,FRANCE,DIRECTOR OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Academic,0,0,0,66,0,55,,,,,,,0,1,,7,0,121,0
85600268,2013,UNITED STATES,MANAGER,$50-$100m,100 - 500 employees,Academic,60,0,50,117.6,79.8,0,26,,7,10,35,,1,2,,10,110,197.4,0
88189082,2016,NETHERLANDS,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Academic,0,0,0,66,0,55,,,,2,,3,0,1,,,0,121,0
85607727,2014,GERMANY,SENIOR MANAGER,Less than $20m,11 - 50 employees,Research,60,0,50,0,79.8,98.7,,,,,1,8,1,2,,8,110,178.5,0
88212396,2016,SPAIN,DIRECTOR OF FUNCTION,$500m-$1bn,501 - 1000 employees,Academic,0,0,0,66,0,55,,,,12,,2,0,1,,,0,121,0
85627922,2015,UNITED STATES,MANAGER,$50-$100m,100 - 500 employees,Corporate,0,40,50,0,0,0,,2,1,,,,1,0,,,90,0,1
85643247,2015,UNITED STATES,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Academic,264,192,0,277.2,0,239.4,24,11,,35,,72,6,6,,,456,516.6,0
88224467,2016,GERMANY,HEAD OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Corporate,0,0,0,66,44,0,,,,7,23,,0,1,,,0,110,0
85645405,2015,SPAIN,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Corporate,0,40,50,0,0,0,,1,2,,,,1,0,,,90,0,1
85664851,2015,UNITED KINGDOM,MANAGER,$100-$500m,501 - 1000 employees,Research,300,200,0,0,201.6,239.4,54,5,,,38,57,5,6,,,500,441,0
88226600,2016,UNITED STATES,MANAGER,$1bn+,1001 - 5000 employees,Academic,0,0,0,0,0,55,,,,,,4,0,1,,,0,55,0
88263350,2016,UNITED KINGDOM,BOARD DIRECTOR,$500m-$1bn,1001 - 5000 employees,Academic,0,0,0,66,0,55,,,,6,,2,0,1,,5,0,121,0
88298120,2016,RUSSIA,MANAGER,$50-$100m,100 - 500 employees,Corporate,0,0,0,0,83.6,0,,,,,30,,0,2,,,0,83.6,0
88342097,2016,NETHERLANDS,MANAGER,$20-$50m,51 - 100 employees,Research,0,0,0,0,44,55,,,,,39,1,0,1,,,0,99,0
88358700,2016,GERMANY,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Academic,0,0,0,275.88,200.64,238.26,,,,87,61,49,0,6,,,0,714.78,0
85707415,2013,NETHERLANDS,MANAGER,$500m-$1bn,501 - 1000 employees,Research,57,38,47.5,0,0,0,20,,,,,,1,0,,,142.5,0,1
88371583,2016,IRELAND,SENIOR MANAGER,$100-$500m,100 - 500 employees,Corporate,0,0,0,0,44,0,,,,,9,,0,1,,,0,44,0
85745610,2015,RUSSIA,MANAGER,$500m-$1bn,501 - 1000 employees,Academic,0,0,228,0,201.6,0,,,54,,84,,6,6,,,228,201.6,0
85758453,2012,UNITED KINGDOM,SENIOR MANAGER,$100-$500m,100 - 500 employees,Corporate,192,0,164,315,0,262.5,50,,1,5,,20,4,5,,5,356,577.5,0
88380313,2016,UNITED STATES,MANAGER,$50-$100m,100 - 500 employees,Research,0,0,0,66,0,55,,,,7,,,0,1,,,0,121,0
85788685,2012,UNITED STATES,HEAD OF FUNCTION,$20-$50m,11 - 50 employees,Research,60,0,50,0,113.4,138.6,,,1,,16,34,1,3,,10,110,252,0
85789970,2015,UNITED KINGDOM,DIRECTOR OF FUNCTION,$500m-$1bn,501 - 1000 employees,Academic,57,38,47.5,59.85,39.9,49.88,,3,2,6,5,14,1,1,,8,142.5,149.63,0
85831252,2015,UNITED KINGDOM,SENIOR MANAGER,$50-$100m,51 - 100 employees,Academic,0,0,50,0,0,0,,,18,,,,1,0,,,50,0,1
88414856,2016,IRELAND,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Corporate,0,0,0,0,44,0,,,,,43,,0,1,,,0,44,0
85869562,2014,UNITED KINGDOM,HEAD OF FUNCTION,$20-$50m,11 - 50 employees,Academic,192,0,164,315,0,262.5,25,,22,139,,85,4,5,,6,356,577.5,0
88477826,2016,SPAIN,DIRECTOR OF FUNCTION,$100-$500m,100 - 500 employees,Academic,0,0,0,0,211.2,0,,,,,90,,0,6,,,0,211.2,0
86059196,2014,FRANCE,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Corporate,60,0,50,63,0,52.5,19,,8,26,,17,1,1,,,110,115.5,0
85878998,2015,UNITED STATES,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Academic,0,192,228,277.2,0,239.4,,4,1,5,,258,6,6,,,420,516.6,0
86505571,2015,UNITED STATES,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Research,60,40,0,0,0,0,19,4,,,,,1,0,,,100,0,1
88490312,2016,UNITED STATES,DIRECTOR OF FUNCTION,$100-$500m,501 - 1000 employees,Academic,0,0,0,330,0,275,,,,13,,91,0,5,,10,0,605,0
88931063,2012,FRANCE,DIRECTOR OF FUNCTION,$500m-$1bn,501 - 1000 employees,Academic,60,0,50,0,42,52.5,19,,7,,,3,1,1,,,110,94.5,0
85939097,2015,UNITED STATES,BOARD DIRECTOR,$500m-$1bn,1001 - 5000 employees,Corporate,60,0,50,163.8,0,138.6,,,,47,,48,1,3,,,110,302.4,0
88498084,2016,BELGIUM,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Research,0,0,0,275.88,200.64,238.26,,,,27,49,18,0,6,,9,0,714.78,0
85970424,2014,GERMANY,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Research,237.6,172.8,205.2,0,201.6,239.4,156,,,,88,19,6,6,,8,615.6,441,0
89693423,2012,NETHERLANDS,BOARD DIRECTOR,$50-$100m,100 - 500 employees,Academic,112,0,94,117.6,0,0,19,,26,64,,,2,2,,,206,117.6,0
89926242,2012,IRELAND,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Academic,237.6,172.8,205.2,277.2,0,239.4,19,19,9,15,,20,6,6,,,615.6,516.6,0
88502390,2016,UNITED STATES,HEAD OF FUNCTION,$1bn+,5000+ employees,Research,0,0,0,290.4,0,250.8,,,,49,,64,0,6,,,0,541.2,0
86012573,2015,UNITED KINGDOM,HEAD OF FUNCTION,$50-$100m,51 - 100 employees,Corporate,264,0,0,277.2,0,0,138,,,48,,,6,6,,,264,277.2,0
90179160,2015,SPAIN,BOARD DIRECTOR,$1bn+,5000+ employees,Academic,300,200,0,277.2,0,239.4,19,55,,74,,15,5,6,,,500,516.6,0
86013567,2012,UNITED STATES,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Research,145.08,100.44,122.76,0,0,0,24,10,25,,,,3,0,,,368.28,0,1
88572939,2016,UNITED STATES,MANAGER,$100-$500m,501 - 1000 employees,Academic,0,0,0,66,0,0,,,,15,,,0,1,,2,0,66,0
95529460,2012,NETHERLANDS,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Academic,264,0,228,277.2,0,0,19,,16,162,,,6,6,,,492,277.2,0
88594289,2016,FRANCE,SENIOR MANAGER,$500m-$1bn,501 - 1000 employees,Research,0,0,0,117.04,79.42,98.23,,,,4,3,1,0,2,,,0,294.69,0
97924738,2012,NETHERLANDS,HEAD OF FUNCTION,$20-$50m,11 - 50 employees,Research,176.64,125.12,150.88,277.2,0,239.4,19,30,14,95,,18,4,6,,9,452.64,516.6,0
88640172,2016,UNITED STATES,MANAGER,$100-$500m,100 - 500 employees,Academic,0,0,0,0,0,103.4,,,,,,24,0,2,,7,0,103.4,0
88697507,2016,UNITED STATES,MANAGER,$20-$50m,11 - 50 employees,Corporate,0,0,0,211.2,149.6,0,,,,3,100,,0,4,,,0,360.8,0
88703871,2016,FRANCE,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Academic,0,0,0,200.64,142.12,171.38,,,,4,87,63,0,4,,10,0,514.14,0
88705450,2016,UNITED STATES,BOARD DIRECTOR,$500m-$1bn,501 - 1000 employees,Research,0,0,0,0,83.6,0,,,,,62,,0,2,,,0,83.6,0
88711699,2016,UNITED STATES,MANAGER,$500m-$1bn,1001 - 5000 employees,Research,0,0,0,290.4,0,0,,,,156,,,0,6,,,0,290.4,0
88734126,2016,UNITED STATES,BOARD DIRECTOR,$20-$50m,51 - 100 employees,Academic,0,0,0,290.4,0,0,,,,138,,,0,6,,,0,290.4,0
88755256,2016,NETHERLANDS,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Academic,0,0,0,211.2,0,180.4,,,,15,,36,0,4,,,0,391.6,0
88765287,2016,UNITED STATES,MANAGER,$100-$500m,501 - 1000 employees,Corporate,0,0,0,171.6,0,145.2,,,,8,,54,0,3,,,0,316.8,0
86117711,2015,RUSSIA,SENIOR MANAGER,Less than $20m,11 - 50 employees,Academic,0,0,164,0,0,239.4,,,28,,,102,4,6,,,164,239.4,0
88768759,2016,BELGIUM,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Academic,0,0,0,0,44,0,,,,,,,0,1,,,0,44,0
86148902,2013,RUSSIA,HEAD OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Corporate,264,0,228,277.2,0,0,27,,8,42,,,6,6,,,492,277.2,0
88775871,2016,SPAIN,MANAGER,$100-$500m,100 - 500 employees,Academic,0,0,0,0,44,0,,,,,28,,0,1,,7,0,44,0
86165349,2012,GERMANY,HEAD OF FUNCTION,Less than $20m,0 - 10 employees,Academic,0,0,250,0,0,0,,,15,,,,5,0,,,250,0,1
86207676,2015,UNITED KINGDOM,MANAGER,Less than $20m,11 - 50 employees,Research,0,136,164,0,0,0,,18,29,,,,4,0,,,300,0,1
88785809,2016,NETHERLANDS,BOARD DIRECTOR,$1bn+,5000+ employees,Academic,0,0,0,0,149.6,180.4,,,,,52,7,0,4,,,0,330,0
88786719,2016,IRELAND,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Corporate,0,0,0,66,0,55,,,,,,,0,1,,,0,121,0
88820323,2016,UNITED STATES,HEAD OF FUNCTION,$50-$100m,100 - 500 employees,Academic,0,0,0,330,0,0,,,,75,,,0,5,,,0,330,0
86295677,2015,RUSSIA,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Academic,0,0,164,0,0,0,,,84,,,,4,0,,,164,0,1
86296136,2012,IRELAND,DIRECTOR OF FUNCTION,$500m-$1bn,501 - 1000 employees,Corporate,300,0,250,277.2,0,0,124,,15,60,,,5,6,,,550,277.2,0
88860250,2016,UNITED STATES,HEAD OF FUNCTION,$20-$50m,51 - 100 employees,Academic,0,0,0,0,0,55,,,,,,31,0,1,,,0,55,0
86303146,2014,BELGIUM,HEAD OF FUNCTION,$1bn+,5000+ employees,Research,60,0,50,117.6,0,98.7,,,6,5,,50,1,2,,9,110,216.3,0
88937225,2016,FRANCE,MANAGER,$100-$500m,100 - 500 employees,Academic,0,0,0,200.64,142.12,171.38,,,,69,39,38,0,4,,8,0,514.14,0
86368714,2015,RUSSIA,SENIOR MANAGER,$100-$500m,100 - 500 employees,Corporate,0,0,50,0,113.4,0,,,10,,81,,1,3,,,50,113.4,0
88993830,2016,SPAIN,DIRECTOR OF FUNCTION,$20-$50m,11 - 50 employees,Research,0,0,0,66,0,55,,,,6,,14,0,1,,9,0,121,0
89016948,2016,FRANCE,HEAD OF FUNCTION,Less than $20m,11 - 50 employees,Academic,0,0,0,0,0,180.4,,,,,,36,0,4,,9,0,180.4,0
86395073,2013,RUSSIA,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Academic,57,38,47.5,0,0,0,,,10,,,,1,0,,,142.5,0,1
89021008,2016,IRELAND,SENIOR MANAGER,Less than $20m,11 - 50 employees,Corporate,0,0,0,0,44,0,,,,,17,,0,1,,9,0,44,0
86432338,2013,UNITED KINGDOM,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Research,57,38,47.5,0,0,0,,3,4,,,,1,0,,,142.5,0,1
89031107,2016,RUSSIA,BOARD DIRECTOR,$1bn+,5000+ employees,Academic,0,0,0,62.7,41.8,52.25,,,,4,5,7,0,1,,,0,156.75,0
89044421,2016,UNITED STATES,MANAGER,Less than $20m,11 - 50 employees,Academic,0,0,0,171.6,0,145.2,,,,52,,28,0,3,,,0,316.8,0
89101760,2016,IRELAND,SENIOR MANAGER,$1bn+,5000+ employees,Corporate,0,0,0,0,149.6,180.4,,,,,15,60,0,4,,,0,330,0
89130098,2016,RUSSIA,BOARD DIRECTOR,$1bn+,5000+ employees,Research,0,0,0,0,211.2,0,,,,,240,,0,6,,,0,211.2,0
89143179,2016,BELGIUM,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Academic,0,0,0,62.7,41.8,52.25,,,,2,8,2,0,1,,,0,156.75,0
89158183,2016,NETHERLANDS,SENIOR MANAGER,$500m-$1bn,501 - 1000 employees,Academic,0,0,0,290.4,0,250.8,,,,55,,16,0,6,,,0,541.2,0
89185957,2016,UNITED STATES,MANAGER,$100-$500m,100 - 500 employees,Corporate,0,0,0,0,44,55,,,,,4,40,0,1,,,0,99,0
89294583,2016,UNITED KINGDOM,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Academic,0,0,0,290.4,0,250.8,,,,95,,6,0,6,,,0,541.2,0
86545542,2012,GERMANY,SENIOR MANAGER,$100-$500m,100 - 500 employees,Corporate,60,0,50,0,0,138.6,,,33,,,54,1,3,,,110,138.6,0
89332295,2016,UNITED KINGDOM,SENIOR MANAGER,Less than $20m,0 - 10 employees,Corporate,0,0,0,62.7,41.8,52.25,,,,20,,,0,1,,10,0,156.75,0
86585782,2015,UNITED STATES,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Academic,0,192,228,0,201.6,239.4,,17,6,,108,53,6,6,,,420,441,0
86595080,2012,IRELAND,MANAGER,$20-$50m,11 - 50 employees,Academic,273,182,227.5,0,0,0,26,18,25,,,,5,0,,,682.5,0,1
89408912,2016,UNITED STATES,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Academic,0,0,0,66,0,55,,,,15,,23,0,1,,,0,121,0
86605562,2014,RUSSIA,BOARD DIRECTOR,$1bn+,1001 - 5000 employees,Corporate,60,0,50,0,113.4,0,,,,,48,,1,3,,,110,113.4,0
89483515,2016,RUSSIA,DIRECTOR OF FUNCTION,$500m-$1bn,501 - 1000 employees,Academic,0,0,0,62.7,41.8,52.25,,,,2,,2,0,1,,,0,156.75,0
86645827,2014,RUSSIA,DIRECTOR OF FUNCTION,$100-$500m,501 - 1000 employees,Research,237.6,172.8,205.2,277.2,0,239.4,116,22,22,20,,51,6,6,,9,615.6,516.6,0
89508960,2016,SPAIN,DIRECTOR OF FUNCTION,$20-$50m,51 - 100 employees,Corporate,0,0,0,62.7,41.8,52.25,,,,7,15,19,0,1,,,0,156.75,0
86761528,2015,UNITED STATES,BOARD DIRECTOR,$1bn+,1001 - 5000 employees,Research,0,0,228,0,201.6,0,,,96,,228,,6,6,,,228,201.6,0
89530020,2016,FRANCE,HEAD OF FUNCTION,$20-$50m,51 - 100 employees,Academic,0,0,0,290.4,0,0,,,,186,,,0,6,,8,0,290.4,0
86794037,2015,BELGIUM,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Academic,0,76,94,0,0,0,,10,11,,,,2,0,,,170,0,1
86805334,2015,GERMANY,SENIOR MANAGER,$20-$50m,11 - 50 employees,Research,0,200,250,315,0,262.5,,8,56,52,,92,5,5,,,450,577.5,0
89541073,2016,NETHERLANDS,MANAGER,$20-$50m,51 - 100 employees,Research,0,0,0,62.7,41.8,52.25,,,,7,,,0,1,,,0,156.75,0
86864035,2014,FRANCE,DIRECTOR OF FUNCTION,$100-$500m,501 - 1000 employees,Research,273,182,227.5,315,0,262.5,37,2,5,99,,121,5,5,,,682.5,577.5,0
89550310,2015,RUSSIA,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Research,192,0,0,0,0,0,20,,,,,,4,0,,,192,0,1
89555573,2016,UNITED STATES,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Academic,0,0,0,0,0,55,,,,,,23,0,1,,10,0,55,0
90144011,2014,NETHERLANDS,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Corporate,57,38,47.5,63,42,0,20,,,5,9,,1,1,,,142.5,105,0
86932807,2015,SPAIN,SENIOR MANAGER,Less than $20m,0 - 10 employees,Research,0,40,50,0,0,0,,7,11,,,,1,0,,,90,0,1
90386692,2013,UNITED KINGDOM,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Academic,60,0,0,0,0,0,20,,,,,,1,0,,,60,0,1
89641505,2016,UNITED KINGDOM,MANAGER,$1bn+,1001 - 5000 employees,Corporate,0,0,0,66,44,0,,,,7,1,,0,1,,,0,110,0
94098478,2015,IRELAND,SENIOR MANAGER,Less than $20m,11 - 50 employees,Research,57,38,47.5,155.61,107.73,131.67,20,1,,74,,9,1,3,,,142.5,395.01,0
86985775,2013,NETHERLANDS,DIRECTOR OF FUNCTION,Less than $20m,11 - 50 employees,Research,300,0,250,0,210,262.5,62,,72,,140,69,5,5,,,550,472.5,0
89686057,2016,UNITED STATES,DIRECTOR OF FUNCTION,$1bn+,5000+ employees,Corporate,0,0,0,200.64,142.12,171.38,,,,13,,1,0,4,,,0,514.14,0
94142045,2015,FRANCE,MANAGER,$500m-$1bn,1001 - 5000 employees,Academic,192,0,0,0,210,0,20,,,,95,,4,5,,,192,210,0
89713044,2016,GERMANY,MANAGER,$500m-$1bn,1001 - 5000 employees,Research,0,0,0,275.88,200.64,238.26,,,,,,,0,6,,,0,714.78,0
95039439,2012,NETHERLANDS,SENIOR MANAGER,$1bn+,5000+ employees,Academic,57,38,47.5,163.8,113.4,0,20,,1,76,4,,1,3,,,142.5,277.2,0
95416051,2012,SPAIN,HEAD OF FUNCTION,$1bn+,1001 - 5000 employees,Research,176.64,125.12,150.88,255.02,185.47,220.25,20,24,27,85,,3,4,6,,,452.64,660.74,0
87051401,2015,BELGIUM,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Academic,57,38,47.5,111.72,75.81,93.77,,2,3,67,19,,1,2,,10,142.5,281.3,0
89714875,2016,GERMANY,BOARD DIRECTOR,$1bn+,1001 - 5000 employees,Corporate,0,0,0,0,0,55,,,,,,14,0,1,,,0,55,0
87059023,2012,UNITED STATES,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Research,176.64,125.12,150.88,0,0,0,53,12,9,,,,4,0,,,452.64,0,1
99925418,2012,FRANCE,MANAGER,$1bn+,1001 - 5000 employees,Research,60,0,0,0,0,0,20,,,,,,1,0,,,60,0,1
89721788,2016,RUSSIA,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Corporate,0,0,0,66,0,55,,,,,,,0,1,,,0,121,0
89803588,2016,SPAIN,HEAD OF FUNCTION,Less than $20m,11 - 50 employees,Academic,0,0,0,66,0,55,,,,10,,2,0,1,,8,0,121,0
89849582,2016,FRANCE,BOARD DIRECTOR,$500m-$1bn,1001 - 5000 employees,Research,0,0,0,0,44,55,,,,,,,0,1,,,0,99,0
89937869,2016,UNITED STATES,DIRECTOR OF FUNCTION,$500m-$1bn,501 - 1000 employees,Corporate,0,0,0,66,44,0,,,,,1,,0,1,,9,0,110,0
89982050,2016,GERMANY,HEAD OF FUNCTION,$20-$50m,51 - 100 employees,Research,0,0,0,62.7,41.8,52.25,,,,21,7,10,0,1,,,0,156.75,0
87143345,2012,RUSSIA,MANAGER,$100-$500m,501 - 1000 employees,Research,105.28,71.44,88.36,0,0,0,,7,1,,,,2,0,,,265.08,0,1
90027180,2016,UNITED STATES,HEAD OF FUNCTION,$100-$500m,501 - 1000 employees,Corporate,0,0,0,0,149.6,180.4,,,,,51,100,0,4,,2,0,330,0
90065595,2016,GERMANY,DIRECTOR OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Academic,0,0,0,62.7,41.8,52.25,,,,,40,,0,1,,,0,156.75,0
87149808,2015,UNITED STATES,SENIOR MANAGER,$50-$100m,51 - 100 employees,Research,57,38,47.5,117.6,0,98.7,26,1,5,78,,11,1,2,,,142.5,216.3,0
90079616,2016,UNITED STATES,MANAGER,$100-$500m,501 - 1000 employees,Academic,0,0,0,66,44,0,,,,15,8,,0,1,,10,0,110,0
87156242,2014,UNITED KINGDOM,BOARD DIRECTOR,$50-$100m,51 - 100 employees,Academic,57,38,47.5,155.61,107.73,131.67,,,,97,6,1,1,3,,,142.5,395.01,0
90139636,2016,SPAIN,SENIOR MANAGER,$100-$500m,100 - 500 employees,Academic,0,0,0,62.7,41.8,52.25,,,,20,1,12,0,1,,,0,156.75,0
87164063,2012,IRELAND,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Academic,57,38,47.5,0,0,0,,,,,,,1,0,,,142.5,0,1
90171944,2016,RUSSIA,BOARD DIRECTOR,$20-$50m,11 - 50 employees,Corporate,0,0,0,66,0,55,,,,26,,14,0,1,,,0,121,0
87164409,2015,SPAIN,SENIOR MANAGER,$500m-$1bn,501 - 1000 employees,Academic,57,38,47.5,63,0,52.5,,,2,24,,1,1,1,,,142.5,115.5,0
90175481,2016,UNITED KINGDOM,SENIOR MANAGER,$100-$500m,501 - 1000 employees,Academic,0,0,0,330,0,275,,,,3,,116,0,5,,9,0,605,0
87221578,2013,RUSSIA,MANAGER,$20-$50m,51 - 100 employees,Academic,273,182,227.5,0,210,262.5,50,1,8,,13,1,5,5,,10,682.5,472.5,0
90178912,2016,UNITED STATES,SENIOR MANAGER,Less than $20m,11 - 50 employees,Corporate,0,0,0,313.5,209,261.25,,,,127,45,7,0,5,,7,0,783.75,0
90211496,2016,NETHERLANDS,BOARD DIRECTOR,Less than $20m,11 - 50 employees,Corporate,0,0,0,0,149.6,0,,,,,140,,0,4,,,0,149.6,0
90212286,2016,SPAIN,MANAGER,$20-$50m,11 - 50 employees,Academic,0,0,0,0,220,275,,,,,35,35,0,5,,,0,495,0
90296057,2016,FRANCE,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Academic,0,0,0,117.04,79.42,98.23,,,,12,1,26,0,2,,,0,294.69,0
90314383,2016,UNITED STATES,MANAGER,Less than $20m,0 - 10 employees,Academic,0,0,0,66,0,0,,,,44,,,0,1,,,0,66,0
87311809,2014,GERMANY,BOARD DIRECTOR,$20-$50m,11 - 50 employees,Academic,300,0,250,0,210,0,35,,65,,205,,5,5,,,550,210,0
90334085,2016,UNITED KINGDOM,DIRECTOR OF FUNCTION,Less than $20m,0 - 10 employees,Corporate,0,0,0,0,0,55,,,,,,26,0,1,,,0,55,0
90397611,2016,UNITED KINGDOM,HEAD OF FUNCTION,$500m-$1bn,1001 - 5000 employees,Research,0,0,0,211.2,0,0,,,,128,,,0,4,,,0,211.2,0
90420672,2016,BELGIUM,SENIOR MANAGER,$500m-$1bn,501 - 1000 employees,Corporate,0,0,0,290.4,0,0,,,,180,,,0,6,,8,0,290.4,0
87332762,2013,SPAIN,MANAGER,$50-$100m,100 - 500 employees,Corporate,264,0,228,0,201.6,239.4,117,,8,,9,2,6,6,,,492,441,0
90545272,2016,UNITED STATES,HEAD OF FUNCTION,$1bn+,5000+ employees,Academic,0,0,0,66,0,0,,,,10,,,0,1,,,0,66,0
90620579,2016,GERMANY,DIRECTOR OF FUNCTION,$1bn+,1001 - 5000 employees,Corporate,0,0,0,0,44,0,,,,,4,,0,1,,,0,44,0
90621629,2016,FRANCE,DIRECTOR OF FUNCTION,$50-$100m,100 - 500 employees,Academic,0,0,0,62.7,41.8,52.25,,,,,4,,0,1,,9,0,156.75,0
87371932,2015,UNITED KINGDOM,DIRECTOR OF FUNCTION,$50-$100m,51 - 100 employees,Research,0,40,50,0,0,0,,19,1,,,,1,0,,,90,0,1
90651770,2016,UNITED STATES,MANAGER,$100-$500m,100 - 500 employees,Academic,0,0,0,62.7,41.8,52.25,,,,,,2,0,1,,,0,156.75,0
90657892,2016,NETHERLANDS,SENIOR MANAGER,$50-$100m,51 - 100 employees,Research,0,0,0,62.7,41.8,52.25,,,,2,,,0,1,,,0,156.75,0
90706263,2016,SPAIN,BOARD DIRECTOR,$100-$500m,501 - 1000 employees,Research,0,0,0,200.64,142.12,171.38,,,,84,8,15,0,4,,8,0,514.14,0
90716510,2016,IRELAND,SENIOR MANAGER,Less than $20m,0 - 10 employees,Corporate,0,0,0,62.7,41.8,52.25,,,,16,5,15,0,1,,,0,156.75,0
87562614,2012,GERMANY,BOARD DIRECTOR,Less than $20m,0 - 10 employees,Research,0,0,50,0,0,0,,,12,,,,1,0,,,50,0,1
